ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
137,jzd,Ti puertá' (na)bè'.,,,A narrow door.,,,,,KC8/oI,145,Una puerta estrecha.
2094,jzd,Ti puertá' (na)bè'.,,,A narrow door.,,,,,AtZv0j,696,Una puerta angosta.
13525,jzd,Ti ràtu.,,,A while.,,,,,nRDGXW,7330,Un rato.
9570,jzd,Ti ràtu buèna.,,,A good time.,,,,EJG;JLC,LIFzJg,3740 ; 7330,Un buen rato.
13524,jzd,Ti ràtu huiini'sì.,,,Just a little while.,,,,,UMIJHT,7330,Un ratito nomás.
13641,jzd,Ti rondá'.,,,One of a pair (ex. a single sock).,,,,,bqAnEJ,7416,El non (i.e. una unidad de un par).
4369,jzd,Ti ruaa (na)paapa'.,,,A mouth that stutters (lit. flutters).,,,,,9AOduV,1311,Una boca que tartamudea (lit. revolotea)
550,jzd,Ti ruaa (na)xubi.,,,A droopy / slanted mouth.,,,,,ttzli0,357,Una boca que está de lado.
10892,jzd,Ti ruaa nisado'.,,,Seaside.,,,,,J9DZ4J,5058,Orilla del mar.
13910,jzd,Ti scalèra huiini'.,,,Step (in a staircase).,,,,,z3CVQ/,7661,Escalón.
14111,jzd,Ti tìru (g)ucuaà ti tìru xa'na' ti guiiru'.,,,"Once he took a shot, below a hole.",,,,,8Lt8i2,7858,"Una vez le dieron un tiro, debajo del hoyo."
14110,jzd,Ti tìru (g)uyé.,,,S/he went once (ex. away on a trip).,,,,,NmrpkC,7858,Se fue una vez (ej. de viaje).
14094,jzd,Ti tìru lu tubiza.,,,Once a year.,,,,,PXSsjZ,7857,Una vez al año.
545,jzd,Ti xebé'.,,,A dappled (horse).,,,,,Q5pbRn,352 ; 8702,Un pinto.
15249,jzd,Ti xhuuba'.,,,A brood of chicks.,,,,,90d5PE,8832 ; 8833,Una nidada de polluelos.
15158,jzd,Ti xilate.,,,An expanse of land.,,,,,u+rVIg,8740,Un paraje.
14758,jzd,Ti yaa.,,,A small bite.,,,,,IU6rQ2,8428,Un mordisco.
9078,jzd,Ti yagabata.,,,A wide wood plank.,,,,,uPQLIi,3071,Un palo ancho.
9615,jzd,Ti yaga biaà.,,,A lush tree.,,,,,c/5iyN,3765,Un árbol frondoso.
3476,jzd,Ti yaga biga.,,,A cut tree.,,,,,zDxSzR,1057,Un árbol cortado.
229,jzd,Ti yaga didì.,,,A stick poking out.,,,,,icdUFS,182,Un palo salido.
134,jzd,Ti yaga (na)bata.,,,A wide wood(en plank).,,,,,wdxCVr,144,Una (plancha de) madera ancha.
12462,jzd,Ti yaga (na)biaà.,,,A lush (lit. extended) tree.,,,,EJG;RLC,AMZ0zG,6298,Un árbol frondoso (lit. extendido).
149,jzd,Ti yaga (na)chaacha'.,,,A loose stick.,,,,,fNJB5i,155,Un palo flojo.
2294,jzd,Ti yaga (na)chucu.,,,A short stick.,,,,,iOdI8U,739,Un palo corto.
12193,jzd,Ti yaga nadè.,,,A piece of perforated wood.,,,,,iIln4f,6163,Un palo agujerado.
249,jzd,Ti yaga (na)duxhú' bizu.,,,A pointy wooden stick.,,,,,gQa9N7,189 ; 4261,Un palo filoso.
276,jzd,Ti yaga (na)dxunú'.,,,A scarce tree.,,,,,BAX4BQ,201 ; 4464,Un árbol escaso.
12507,jzd,Ti yaga (na)gá'.,,,A green tree.,,,,,DNg5hu,6334,Un árbol verde.
10568,jzd,Ti yaga nagabá'.,,,A rare tree.,,,,,f8RXCD,4667 ; 6341,Un árbol raro.
12496,jzd,Ti yaga naguù.,,,A stick stuck in something.,,,,,hhPxHv,6327,Un palo metido.
3537,jzd,Ti yaga (na)guundu'.,,,A withered tree.,,,,,yKy9eK,1079,Un árbol marchito.
470,jzd,Ti yaga (na)huècu.,,,A stick full of holes.,,,,,R0HpJk,311,Un palo agujerado.
337,jzd,Ti yaga (na)mboolo'.,,,A thick tree / piece of wood.,,,,,qEpbX5,233,Un palo / árbol grueso.
12224,jzd,Ti yaga nandà.,,,A hanging stick.,,,,,e3DuVl,6173,Un palo colgado.
388,jzd,Ti yaga (na)pandu.,,,A slanted tree / piece of wood.,,,,,BL5Its,256,Un árbol / palo chueco.
310,jzd,Ti yaga (na)queebe'.,,,A decayed tree / piece of wood.,,,,,oF47Tj,216 ; 5418,Un árbol / trozo de madera bofo.
12526,jzd,Ti yaga naquiiñe'.,,,A useful tree / wood.,,,,,RtZs2V,6361,Un palo / árbol / madera que sirve.
407,jzd,Ti yaga (na)rèndà.,,,A crooked tree.,,,,,EpU+Bw,270,Un palo torcido.
430,jzd,Ti yaga (na)rucu.,,,A truncated tree / piece of wood.,,,,,M8GuAy,283 ; 7477,Un árbol / palo truncado.
4639,jzd,Ti yaga (na)rungù.,,,A cropped tree.,,,,,zAfDju,1395,Un palo mocho.
12267,jzd,Ti yaga nasá'.,,,A stick / pole inserted (into something).,,,,,j7e2+z,6185,Un palo metido.
12270,jzd,Ti yaga nasá'.,,,A piece of wood that is wedged in.,,,,RLC,1mbVaS,6185,Un palo metido.
523,jzd,Ti yaga (na)yaabi'.,,,A rotting tree/stick.,,,,,JHYOCp,338,Un palo podrido.
492,jzd,Ti yaga (na)yachè.,,,A broken piece of wood.,,,,,oz2y9G,330,Un palo quebrado/vencido.
542,jzd,Ti yaga xáda huiini'.,,,A small leaf canopy.,,,,,JSV0ck,351 ; 8635,Una enramada pequeña.
257,jzd,Ti yoo dxaàgà.,,,A house pushed up against another.,,,,JLC,942NA7,194 ; 4291,Una casa pegadita (a otra).
224,jzd,Ti yoo nadà.,,,A house that's in danger.,,,,,ThTRr4,180,Una casa que está en peligro.
226,jzd,Ti yoo (na)dachì.,,,An empty house.,,,,,fCooYQ,181 ; 4105,Una casa vacía.
12640,jzd,Ti yoo naxoo.,,,A house in jeopardy.,,,,,nv0kQc,6481,Una casa en peligro.
9806,jzd,Ti yu (na)chuga.,,,Hard(ened) soil.,,,,,mBDjY8,4036,Una tierra dura.
214,jzd,Ti yu (na)chui'.,,,A slippery soil.,,,,,lBhjKB,178 ; 4078,Una tierra resbalosa.
14869,jzd,Ti yuuba' ndaani'.,,,Colic.,,,,,4x9DDp,8563,Cólico.
15274,jzd,Ti zì'.,,,A poor man.,,,,,1bt5rc,8856,Un pobre.
14211,jzd,Tobilucha xiiñi' Gabi.,,,"Gaby's one and only child (with no possibility of there being any other children, ex. outside of the marriage).",,,,,4ov/eK,7929,"La única hija de Gaby (no hay posibilidad de más, ej. no hay más hijos fuera del matrimonio)."
14210,jzd,Tobilusì yaga.,,,Flat piece of wood.,,,,,OD4ypg,7922,Madera plana.
14697,jzd,Tobi lu xhonò.,,,Eighteen (18).,,,,,BiHa97,8366,Dieciocho (18).
9830,jzd,Tobi lu xhonò quant (num).,,,Eighteen (18).,,,,,PFKjvg,4065,Dieciocho (18).
14702,jzd,Tobi lu xhoopa'.,,,Sixteen (16).,,,,,e/vnXJ,8368,Dieciseis (16).
8979,jzd,"Tobisì bi, tobisì ba.",,,Do it all at once.,,,,,mbp+wG,2943,Hazlo de jalón.
11380,jzd,Tobisì clase.,,,Of the same kind.,,,,,w+W0wG,5442 ; 7920,De la misma forma / tipo.
14197,jzd,Tobisì laaca'.,,,"They are one and the same (expression used to criticize two or more people who have joined forces to oppose someone, usually unfairly).",,,,,/83dRN,7920,Son igualitos (adversativa que indica que dos o más personas se unen en contra de otra).
11592,jzd,Tobisì làdu napàni.,,,It has the same sides.,,,,,MBAhQV,5641,Tiene los mismos lados.
12150,jzd,Tobisì mòdu.,,,In the same way; With the same shape.,,,,,kz0sin,6121 ; 7920,De la misma forma.
14199,jzd,Tobisì nuù ca' binnìcà.,,,These people are united.,,,,,jpeSCE,7920,Está unida esta gente.
14198,jzd,Tobisì racaca'.,,,"They are one and the same (expression used to criticize two or more people who have joined forces to oppose someone, usually unfairly).",,,,,80HhK+,7920,Son igualitos (adversativa que indica que dos o más personas se unen en contra de otra).
14214,jzd,Tobi tobi cáda dxi.,,,"One by one, each day.",,,,EJG,OSjlED,7932,"Uno por uno, cada día."
14213,jzd,Tobi tobi dxi.,,,Day to/by day.,,,,,pEaaGv,7932,Día con día.
14520,jzd,"Tobi zè apié, tobi zè a cabàyu, xtobi naàzè' xquie.",,,"One comes on foot, one comes on horseback, and one comes grabbing his penis.",,,,,1HEfxh,8227,"Uno viene a pie, uno viene a caballo, uno viene agarrándose su pene."
14184,jzd,"""Tohu' tohu'"" rixidxi rutopà xlagu bere caadxì' xubá'.",,,Tob tob tob tob goes the hen as she pecks at corn kernels.,,,,,7f+ybV,7918,Tob tob tob tob suena cuando la gallina anda pepenando granos de maíz.
14223,jzd,Tohu' tohu' tohu' tohu' tohu' tohu' riguiide' chá'ca' cue' yaga.,,,Tohu' tohu' tohu' tohu' tohu' tohu' the woodpecker pecks the stick.,,,,,DpY6P4,7943,Tohu' tohu' tohu' tohu' tohu' tohu' escarba picamadero el palo.
1413,jzd,Tòna rannà ca mexá' xtì' Lìnu.,,,Tona borrows tables from Lino.,,,,,aWlMSU,531,Tona pide prestadas las mesas de Lino.
3167,jzd,Tòna riguiiñe' ca' mexá' xtì' lìnu.,,,Tona rents the tables from Lino.,,,,,GfspnZ,948,Tona alquila las mesas de Lino.
11373,jzd,Toño cayo beela'quii.,,,Toño is eating grilled meat.,,,,,5pQScG,5433,Toño está comiendo carne asada.
1504,jzd,Tòño rati runi tù tii casì gunaa gú'ya'dxi laa.,,,Toño will die for any woman who looks at him.,,,,,ubPTyE,546,Toño muere (de amor) por cualquier mujer que lo esculque con la mirada.
6536,jzd,Tón ruxhii ca' yùzè xtì' bixhoze (gu)irà' dxi.,,,Ton milks his father's cows every day.,,,,,0Mt4PM,2109,Ton ordeña las vacas de su papá todos los días.
14218,jzd,Torníu ni napà ti ràya.,,,Slotted screw.,,,,,j0nKQ5,7938,Tornillo de raya (para desarmador plano).
14219,jzd,Torníu xtì' pìnza.,,,Tong fastener.,,,,,QeND4W,7938,Tornillo de fijación para pinzas.
14217,jzd,Torrníu de cruz.,,,Phillips screw.,,,,,N8dtZn,7938,Tornillo de cruz.
14225,jzd,Toù' huiini'.,,,Turkey chick.,,,,,3I8NIG,7944,Gualjolotito.
14227,jzd,Toù' màchu.,,,Male turkey.,,,,,R9+3XV,7944,Guajolote macho.
14226,jzd,Toù' nagola.,,,Female turkey.,,,,,BhPzvD,7944,Guajolote hembra.
14222,jzd,Tou tou tou tou ribidxí yaa toù' ra lidxi Fán.,,,Tou tou tou tou goes the turkey in Juan's house.,,,,,vKw7MG,7942,Tou tou tou tou hace el guajolote de casa de Juan.
14234,jzd,Tràbe xtì' puertá'.,,,The door fastener.,,,,,rEj+8S,7949,La trabe de la puerta.
14242,jzd,Trahu' trahu' candaà huaga niza xniza Fán ra ñaa xhtì'.,,,Trahu' trahu' goes the rat that is eating the corn in Juan's field.,,,,,XBztLF,7958,Trahu' trahu' suena la rata que se está comiendo el elote de la milpa de Juan.
14236,jzd,Tràmpa para (g)ináazu' huaga.,,,Trap to catch mice.,,,,,lyZSZ2,7951,Trampa para atrapar ratones.
14228,jzd,Tra tra tra rixidxi nisa ndani còco.,,,Tra tra tra sounds the water inside the coconut.,,,,EJG,HoSoIM,7945,Tra tra tra suena el agua adentro del coco.
14244,jzd,Treˤ' guxidxi xa'na' Fán òra güe' bizaa.,,,Treˤ' went Juan's ass because he ate beans.,,,,,EwbzdE,7962,Treˤ' sonó el culo de Juan por comer frijol.
14247,jzd,Tric tric tric ruunda' berendxìngà huaxhinni.,,,Tric tric tric goes the cricket at night.,,,,,I2LE92,7966,Tric tric tric canta el grillo en la noche.
14249,jzd,Trin trin trin rixidxi chinchín xhtì ba'du'.,,,Trin trin trin sounds the baby's rattle.,,,,,Ekzblh,7967,Trin trin trin suena la sonaja del bebé.
14246,jzd,Trìxte nuù.,,,S/he is sad.,,,,,dd2CZS,7965,Está triste.
14251,jzd,Tròmpo de yaga ni rusiaàcabe.,,,Top made of wood that they make swirl.,,,,,7yRtz9,7969,Trompo de palo que hacen bailar.
14254,jzd,trrrrrr' iguinde Fán guirà nacandà.,,,Pedo farted trrrrrr' all morning.,,,,,KlVeBq,7972,trrrrrr' saca pedo Juan toda la madrugada.
14253,jzd,trrrrrŕ trrrŕ rixidxi teléfono.,,,trrrrrŕ trrrŕ sounds the telephone.,,,,,R9WB+X,7971,trrrrrŕ trrrŕ suena el teléfono.
13972,jzd,Ts̹ːː rixidxi òra rucha Fán nisa lu (ti yaga) buù.,,,Ts̹ːː go the coals when Juan sprays water over them.,,,,,W8jl1d,7721,Ts̹ːː suena el carbon cuando Juan le echa agua.
13963,jzd,t́ t́ riguiche ruaa Fán òra cadxìchì nè pèdru.,,,Juan goes t́t́ with his mouth when he's angry at Pedro.,,,,,0NGsCH,7712,Juan truena su boca y have t́t́ cuando está enojado con Pedro.
13966,jzd,T́t́ t́ t́ t́ >eːː t́ t́ t́ t́ bíaxigu' cárari'.,,,T́t́ t́ t́ t́ >eːː t́ t́ t́ t́ look what happened here.,,,,,1Z8nJw,7715,T́t́ t́ t́ t́ >eːː t́ t́ t́ t́ mira lo que pasó aquí.
10411,jzd,Tù ba'du' fièrucà.,,,Who is that sour/faced kid?,,,,,kApXiH,4612,¿Quién es ese niño malencarado?
6106,jzd,Tù bisanèbeni.,,,With whom she fought.,,,,,spaUYt,1877,Con quien se peleó.
14299,jzd,Tubi; Tobi.,,,One.,,,,,Ii8KQp,7994,"Un, uno."
14295,jzd,Tùbu guie.,,,Concrete water pipe (for public water systems).,,,,RLC,QzX3a9,7984,Tubo de concreto (para conducción de agua pública).
14324,jzd,Tuètanu ñeeme.,,,Marrow of a (beef) leg bone.,,,,ND;RLC,qnjDJr,8011,Médula de hueso de la pata (de res).
14450,jzd,Tù huiquicà.,,,Who's that liar?,,,,,PsnEAD,8152,Quién es ese mentiroso.
14274,jzd,Tù laa chí(g)udíu'ni.,,,To whom are you giving them to.,,,,,/aP82+,7978,A quién se lo vas a dar.
11557,jzd,Tù labe.,,,What's her/his name?,,,,,dggVzL,5634,¿Cuál es su nombre?
14308,jzd,Tum' guxidxi ra bidaàbì' ti flècha cue' tiyaga.,,,Tum' went the arrow as it penetrated the tree trunk.,,,,EJG,hBWeO/,7998,Tum' sonó la flecha al encajarse en el tronco del árbol.
14306,jzd,tum tum òra zútipa doo.,,,tum tum goes the cable when stretched tightly.,,,,,IdFbom,7997,tum tum cuando el cable está bien estirado.
14305,jzd,tum tum ruxhidxi Fán tambór ra saa.,,,tum tum goes Juan's drum at the festivity.,,,,,oGtHMb,7997,tum tum suena el tambor de Juan en la fiesta.
14280,jzd,Tù ndí'; Tuù ndì'.,,,Who is it?,,,,,w5/t93,7978,¿Quién es?
14309,jzd,tup bichuugu' Fán doo.,,,Juan cut the twine with a tup.,,,,,CAmFzi,7999,tup cortó Juan el mecate.
14310,jzd,Tup bichuugu' Fán xtoo.,,,"Juan cut the twine, tup.",,,,,jqAn/E,7999,Tup cortó Juan su mecate.
14311,jzd,Turr rixidxi ra guiása xhtalè berexunaxi.,,,Turr go the flock of quails when they get up (all at the same time).,,,,,EIw1kI,8000,Turr suena la parvada codornices cuando se levantan (al mismo tiempo).
666,jzd,Tùrú'.,,,Who else.,,,,,avqX2E,384,Quién más.
14137,jzd,Tù tiicà.,,,Whomever.,,,,,LXv0Om,7868,Quien sea.
14264,jzd,Tùtiicà maní' riuula'dxi' gabrièla.,,,Gabriela likes any animal.,,,,,rXIoxW,7978,Cualquier animal le gusta a Gabriela.
14151,jzd,Tù tiicà zandà guiní' didxazá pà gacá'la'dxi'.,,,"Anyone could speak Didxazá, if they put their mind to it.",,,,,vM5Nub,7869,"Cualquiera podrá hablar didxazá, si se lo propone."
14136,jzd,Tùtiisì.,,,Whomever.,,,,,NlzgvR,7868,Quien sea.
14291,jzd,"Tù tiìsì' riguiidxì' lá, tù tiìsì' rudii bixidú'.",,,"He hugs anyone, he kisses anyone.",,,,EJG,kY35Qb,7982,"A cualquiera abraza, a cualquiera le da beso."
6326,jzd,Tuumbu' do' lube.,,,He's pouting.,,,,,SAjBBo,2015,Hace puchero.
10035,jzd,Tuumbu'do' ruaabe.,,,S/he pouts (due to anger).,,,,,QW5uYG,4210,Hace puchero (por enojo).
10036,jzd,Tuumbu' ruaabe.,,,S/he's angry.,,,,,+74uxu,4210,Está enojado.
14336,jzd,tz' na Fán òra cabìdxì Fàna.,,,Juan goes tz' when he calls Juana.,,,,,kpa6MF,8026,Juan hace tz' cuando está llamando a Juana.
3680,jzd,"Ucuaà saa nèbe xheela'be, yanna mà' uye xheela'be yé caà laabe.",,,"The husband and wife had a fight, and now the husband left to bring her.",,,,,CEOmBX,1116,"El esposo y la esposa se pelearon, y ahora ya fue el esposo a traerla."
4072,jzd,"Udo dxiña huiini' nè güe' còca, bindaabi' bichiiña' ruaa Àrrnol.",,,"He ate candy and drank coke, and that's why foam came out of Arnold's mouth.",,,,,yU6bR7,1227,Comió dulces y tomó coca y por eso le salió espuma por la boca a Arnold.
14345,jzd,Ùlsera ruaa ladxido'be.,,,Ulcer in the mouth of her stomach.,,,,,Iqhlt+,8037,Úlcera en la boca de su estómago.
3385,jzd,Uluu chaahui' buèltu Ròsa para iquíiñe ca' xcuìdi xtíu'.,,,"Save money, Rosa, so that your children can have some.",,,,,pkb8FD,1024,"Ahorra dinero, Rosa, para que ocupen tus niños."
14343,jzd,Úp úp úp na Fán tí má caxùdxi.,,,Úp úp úp says John who is getting drunk.,,,,,KwiHrR,8033,Úp úp úp dice Juan porque se está emborrachando.
8982,jzd,Vaca yooxho',,,Old cow.,,,,,hdB+1f,2948,Vaca vieja.
9047,jzd,Vacùna lu nà'cabè.,,,Vaccine in the arm.,,,,,VJ+D4F,3043,Vacuna en el brazo.
9170,jzd,Veladòra huiini'.,,,Small votive candle.,,,,,hV2Saf,3193,Veladora chica (de vasito).
9107,jzd,Vena nà'.,,,Hand vein.,,,,,8GxuXb,3105,Vena de las manos.
9108,jzd,Vèna yanni.,,,Aorta artery.,,,,,rzzil/,3105,Arteria aorta.
6438,jzd,Víctor bitiixhì' caadxi' diidxa'stia lu diidxa'za.,,,Victor translated some Spanish words to Didxazá.,,,,,zsTryF,2081,Víctor tradujo unas palabras castellanas al zapoteco.
15078,jzd,Xaa xaa rixidxi nisa guiigu' òra cà zia'.,,,Xaa xaa goes the water in the river when it overflows.,,,,,1EWOH2,8684,Xaa xaa suena el agua del río cuando se desborda.
15077,jzd,xaa xaa rixidxi nisa guiigu' òra gacá' zia'.,,,The water in the river goes xaa xaa when it becomes abundant.,,,,,d3aO8+,8684,El agua del río suena xaa xaa cuando corre (lit. se hace) bastante.
14969,jzd,Xa ba'du'dxaapa' què; Dxa ba'du' dxaapa' què.,,,That young woman.,,,,,VZRLv9,8628,Aquella muchacha.
15046,jzd,Xabú ziìzì'.,,,Scented soap.,,,,,3ybNTV,8667,Jabón de olor.
15012,jzd,Xacòdonà'.,,,The elbow.,,,,EJG;RLC,sp79ln,8641,El codo.
14996,jzd,Xadxi.,,,A long time.,,,,,rzir1J,8641,Mucho tiempo.
14960,jzd,xAghA xAghA xAghA rusiyalú mexa'.,,,He goes xAghA xAghA xAghA when he cleans the table.,,,,,ahYYNI,8627,xAghA xAghA xAghA suena cuando limpia la mesa.
15027,jzd,Xagueté'cà nuù.,,,She is down there.,,,,,1OnCCv,8646,Está allá abajo.
15026,jzd,Xagueté' ra napàni ni ruraà.,,,"Underneath, where it has the part that scrapes (in reference to a carpenter's plane).",,,,,MGAiqU,8646,Abajo donde tiene lo que hace que se pele (en referencia al cepillo de carpintero).
10684,jzd,Xaguiba'.,,,In the sky.,,,,,0lI3ix,4848,En el cielo.
15007,jzd,"Xa guiba' biiya', mòdo nuù xa (gu)iba' de nacahuì.",,,"In the sky, look how the sky is dark.",,,,,TNRERk,8641,"En el cielo, mira como el cielo está obscuro."
14986,jzd,xáhu' xáhu' rixubi deche cue' yaga.,,,xáhu' xáhu' sounds his back on the stick/tree trunk.,,,,,d388yl,8636,xáhu' xáhu' suena la espalda (frotándose) contra el árbol.
14656,jzd,Xahu' xahu' ruzuiì yùzè xhquixi guirà huadxi.,,,Xahu' xahu' go the cattle as they eat their grass every afternoon.,,,,,ZQTjXP,8332,Xahu' xahu' suena el ganado cuando comen su hierba todas las tardes.
15080,jzd,xahu' xahu' xahu' ruraa berdura.,,,"xahu' xahu' xahu', he peels the vegetables.",,,,,fqMTFf,8696,"xahu' xahu' xahu', pela las verduras."
7384,jzd,Xalaga ga cayúuya'.,,,He's looking out of the corner of his eye.,,,,,9e1j/v,2377,Está mirando de reojo.
11781,jzd,Xale'.,,,Under the fence.,,,,RLC,+lVOjS,5749,Bajo la cerca.
14974,jzd,Xá le'.,,,That fence.,,,,,EPDmne,8632,Aquella cerca.
15001,jzd,Xalu; Xalaga.,,,Under the eye.,,,,,glVHXl,8641,Bajo el ojo.
15071,jzd,Xa'na' bixugàñee.,,,The base of the toenails; Underneath the toenails.,,,,,Zg4vy4,8674,Raíz de las uñas de los pies; Debajo de las uñas de los pies.
15051,jzd,Xa'na' càbu jácha.,,,The butt of the axe handle.,,,,,dfgp7W,8670,La culata del mango del hacha.
11222,jzd,Xa'na' canuá.,,,Under the canoe.,,,,,5+Zga1,5334,Abajo del cayuco.
15063,jzd,Xa'na' ludxì.,,,Underneath the tongue.,,,,,YS+jfM,8671,Abajo de la lengua.
15058,jzd,Xa'na' martíu.,,,The handle of a hammer.,,,,EJG;JLC;ND;RGL;RLC,yEo1LW,8670,Mango de un martillo.
15067,jzd,Xa'na' mexá'.,,,Under the table.,,,,,HEm6eB,8671,Debajo de la mesa.
15048,jzd,Xa'na' pantalón.,,,The seat of the pants.,,,,,zef3t9,8670,Trasero del pantalón.
13427,jzd,Xa'na' puertá'.,,,Beneath the door.,,,,,gwByod,7206,Debajo de la puerta.
15057,jzd,Xa'na' ti martíu.,,,The handle of a hammer.,,,,,jgPcNL,8670,Mango de un martillo.
15066,jzd,Xa'na' xiá.,,,The cantle on a saddle.,,,,,iK+Hy/,8671,Debajo de la silla de montar.
15064,jzd,Xa'na' xpìcu.,,,The base of a (bird's) beak.,,,,,Q8nIOO,8671,La base del pico (de un pájaro).
13037,jzd,Xañee.,,,On the feet.,,,,,tgKufW,6856,En los pies.
15039,jzd,Xañee maní'.,,,At the foot of the horse.,,,,RLC,2FKQld,8659,Al pie del caballo.
14972,jzd,Xá nguiiu'què .,,,So-and-so (to refer to someone whose name is not mentioned).,,,,,V25mOT,8632,Fulano de tal.
15329,jzd,Xasuquiì.,,,The bottom of the clay oven.,,,,,I5MShO,8889,El fondo del horno de barro.
15040,jzd,Xatini ñee maní'.,,,A horse's heel.,,,,,U/HNx2,8660,Talón del caballo.
14980,jzd,"Xá xá, riguñe Fán ladi tí napà beèdè'.",,,"Xá xá, Juan scratches his skin because he has scabies.",,,,,2Q0VMS,8633,Xá xá se rasca Juan la piel porque tiene sarna.
14979,jzd,xá' xá' riguñè ladi Fán.,,,Juan goes xá' xá' when he scratches himself.,,,,,G0wY6v,8633,xá' xá' se rasca Juan.
15043,jzd,Xaxcu còla maní'.,,,Base of a horse's tail.,,,,JLC;RGL;RLC,41F/xD,8663,Raíz de la cola del caballo.
15044,jzd,Xaxhigui maní'.,,,A horse's shin.,,,,,/JIfPM,8664,Barbilla del caballo.
15045,jzd,Xayanni maní'.,,,The back of a horse's neck.,,,,,sXeyrt,8665,Parte trasera del cuello de cabello.
14837,jzd,Xayu.,,,Underground.,,,,,a3M8R3,8513,Bajo la tierra.
14978,jzd,Xá za.,,,That cloud.,,,,,6rolH1,8632,Aquella nube.
14894,jzd,Xá za; Ti za xa.,,,That cloud; A cloud.,,,,,3j+MB6,8585,Aquella nube; Una nube.
10557,jzd,Xcá'.,,,Another nine.,,,,,CmHIEa,4660,Otros nueve.
11251,jzd,Xcaàdxì'.,,,A bit more.,,,,,OTtLOf,5347,Otro poco.
14466,jzd,Xcaàdxì' nahuiini' para naa.,,,He's a bit younger than me.,,,,,0ebSB5,8163,Es poquito menor que yo.
14464,jzd,Xcaàdxi'sì.,,,Just a little bit more.,,,,,2K9bYn,8163,Sólo otro poco más.
10563,jzd,Xcaayu'.,,,Another five.,,,,,ZsRxpI,4664,Otro(s) cinco.
10564,jzd,Xcáayu'.,,,Another five.,,,,,+20HSW,4664,Otros cinco.
11181,jzd,Xcàcha machète.,,,The machete handle.,,,,,UKNBcN,5295,La cacha del machete.
14459,jzd,Xcàchu bichú'be.,,,A snail's tentacles.,,,,,EwxDxD,8159,El cacho del caracol de tierra.
14460,jzd,Xcàchu jaiba.,,,Crab pincer.,,,,,TQVyxY,8159,Pinza de cangrejo.
14458,jzd,Xcàchu maní'xùbi.,,,A scorpion's stinger (lit. horn).,,,,,UwqTSG,8159,Aguijón (lit. cuerno) del alacrán.
14457,jzd,Xcàchu meúxúbi.,,,Pincers of a scorpion.,,,,,pF9JZm,8159,Pinza de alacrán.
14456,jzd,Xcàchu yùzè.,,,Cattle horns.,,,,,f1Hzcx,8159,Cuernos de ganado.
10570,jzd,Xcàdxè.,,,Another seven.,,,,EJG;JLC;ND;RGL;RLC,AwG+xb,4670,Otros siete.
14477,jzd,Xcampàna bi'cu'.,,,The dog's dewlap.,,,,,RYdbTP,8171,La papada del perro.
14463,jzd,Xcaniá maní'.,,,The shinbone in a horse's hind leg.,,,,EJG,Ssw6q+,8162,Espinilla de las patas traseras del caballo.
10477,jzd,Xcàyu.,,,Her boyfriend.,,,,,Su7ljx,4639 ; 4640,Su novio.
10553,jzd,Xcayuaa.,,,Another hundred.,,,,,7nGBUS,4658,Otros cien.
10476,jzd,Xcàyulu'.,,,Your boyfriend. (lit. your rooster),,,,,+/cd8g,4639 ; 4640,Tu novio. (lit. tu gallo)
14504,jzd,Xcòla beenda'.,,,Snake tail.,,,,EJG;RGL,N6uxCK,8197,Cola de serpiente.
14505,jzd,Xcòla bendabuaa.,,,Shrimp tail.,,,,,4Xc8YT,8197,Cola de camarón.
14503,jzd,Xcòla maní'.,,,Horse tail; Pony tail.,,,,EJG,CsIjER,8197,Cola de caballo.
14502,jzd,Xcòla novia.,,,Train of the bride('s dress).,,,,JLC;RGL;RLC,KWRbZH,8197,Cola (del vestido) de la novia.
13618,jzd,Xcòla ripi.,,,Docked tail (of a dog).,,,,,cYqKwD,7397,Rabo cortado (de perro).
11392,jzd,Xcòla ti martíu.,,,Handle of a hammer.,,,,EJG,A7dgZO,5462,Mango del martillo.
12028,jzd,Xcòla ti martíu.,,,Handle of a hammer.,,,,,nlq+C0,5956,Mango del martillo.
11406,jzd,Xco're'be.,,,His/her leg.,,,,RLC,uw5+4U,5472,Su pierna.
11448,jzd,Xcubabe.,,,Her dough.,,,,VC,WPzKak,5533,Su masa de ella.
7020,jzd,Xcùdù gubidxa.,,,Sun rays.,,,,EJG,M+mEKN,2262,Rayos del sol.
10863,jzd,Xcudxàra màistru.,,,Bricklaying trowel.,,,,,rvIp/x,5046,Cuchara del albañil (herramienta de trabajo).
7144,jzd,Xcuídicà qué ñúni xigabedí'be ruaa.,,,Don't let the children pout.,,,,,wYJHWN,2295,Que no hagan puchero los niños.
11444,jzd,Xcuñádúá'.,,,My brother-in-law.,,,,,qKi7Pn,5528,Mi cuñado.
11438,jzd,Xcùncuñá'.,,,The wife of my brother-in-law.,,,,,FqIO+q,5520,Mi concuña.
11439,jzd,Xcùncùña.,,,Her brother/sister in law's sister.,,,,,GkvaUS,5520,Su concuña.
10908,jzd,Xcupa gueela'.,,,The nighttime dew.,,,,,Nb5glQ,5082,El sereno de la noche.
14509,jzd,Xcurgui'be.,,,His anus.,,,,,5s2awx,8211,Su culo.
